name,nse_tradingsymbol,bse_tradingsymbol,nse_instrument_token,bse_instrument_token
Nath Bio-Genes (India) Limited,NATHBIOGEN,NATHBIOGEN,2832641,137546500
National Aluminium Company Limited,NATIONALUM,NATIONALUM,1629185,136251908
Info Edge (India) Limited,NAUKRI,NAUKRI,3520257,136390916
Navin Fluorine International Limited,NAVINFLUOR,NAVINFLUOR,3756033,136321028
Navkar Corporation Limited,NAVKARCORP,NAVKARCORP,2702593,138068996
Nazara Technologies Limited,NAZARA,NAZARA,764673,139079684
NBCC (India) Limited,NBCC,NBCC,8042241,136783108
Nava Bharat Ventures Limited,NBVENTURES,NBVENTURES*,1027585,131333892
NCC Limited,NCC,NCC,593665,128075268
NCL Industries Limited,NCLIND,NCLIND,3709441,128555012
Ndr Auto Components Limited,NDRAUTO,NDRAUTO,5697281,139062788
New Delhi Television Limited,NDTV,NDTV,2925313,136327428
North Eastern Carrying Corporation Limited,NECCLTD,NECCLTD,3461633,136861444
Nectar Lifesciences Limited,NECLIFE,NECLIFE,3053313,136358148
Nelcast Limited,NELCAST,NELCAST,3778817,136413188
NELCO Limited,NELCO,NELCO,611329,129052676
Neogen Chemicals Limited,NEOGEN,NEOGEN,2538753,138922244
Nesco Limited,NESCO,NESCO,3944705,129370884
Nestle India Limited,NESTLEIND,NESTLEIND,4598529,128202244
Network18 Media & Investments Limited,NETWORK18,NETWORK18,3612417,136396292
Newgen Software Technologies Limited,NEWGEN,NEWGEN,297985,138470404
Next Mediaworks Limited,NEXTMEDIA,NEXTMEDIA,2525953,136298500
National Fertilizers Limited,NFL,NFL,3564801,134049284
Narayana Hrudayalaya Ltd.,NH,NH,3031041,138125060
NHPC Limited,NHPC,NHPC,4454401,136473092
The New India Assurance Company Limited,NIACL,NIACL,102145,138436868
NIIT Limited,NIITLTD,NIITLTD,2949633,128077828
Nila Infrastructures Limited,NILAINFRA,NILA,2368769,135776516
Nila Spaces Limited,NILASPACES,NILASPACES,1897217,138811140
Nilkamal Limited,NILKAMAL,NILKAMAL,619777,133986564
Indo-National Limited,NIPPOBATRY,NIPPOBATRY,1736193,129038852
Niraj Cement Structurals Limited,NIRAJ,NIRAJ,65281,136444420
Nitco Limited,NITCO,NITCO,3404801,136376836
Nitin Spinners Limited,NITINSPIN,NITINSPIN,3372801,136370692
NLC India Limited,NLCINDIA,NLCINDIA,2197761,131502852
NMDC Limited,NMDC,NMDC,3924993,134750980
NOCIL Limited,NOCIL,NOCIL,625153,128186884
Noida Toll Bridge Company Limited,NOIDATOLL,NOIDATOLL,2761217,136315140
Novartis India Limited,NOVARTIND,NOVARTIND,2305793,128172036
N R Agarwal Industries Limited,NRAIL,NRAGRINDQ,5200385,132116996
NRB Bearing Limited,NRBBEARING,NRBBEARING,1933569,135773956
Nalwa Sons Investments Limited,NSIL,NSIL,2877185,136257540
NTPC Limited,NTPC,NTPC,2977281,136334084
Nucleus Software Exports Limited,NUCLEUS,NUCLEUS,2762497,135989508
Nureca Limited,NURECA,NURECA,601601,139075588
NXTDIGITAL LIMITED,NXTDIGITAL,NXTDIGITAL,3724033,128048388
Oriental Aromatics Limited,OAL,OAL,2756609,128019972
Oberoi Realty Limited,OBEROIRLTY,OBEROIRLTY,5181953,136517892
Oriental Carbon & Chemicals Limited,OCCL,ORIENTCQ,3131137,129684228
Oracle Financial Services Software Limited,OFSS,OFSS,2748929,136311300
Oil India Limited,OIL,OIL,4464129,136475140
Olectra Greentech Limited,OLECTRA,OLECTRA,2723073,136304388
Omax Autos Limited,OMAXAUTO,OMAXAUTO,2796033,133125380
Omaxe Limited,OMAXE,OMAXE,3802369,136417284
OM INFRA LIMITED,OMINFRAL,OMINFRAL,6203137,135959556
Oil & Natural Gas Corporation Limited,ONGC,ONGC,633601,128079876
OnMobile Global Limited,ONMOBILE,ONMOBILE,3911169,136433668
Orbit Exports Limited,ORBTEXP,ORBTEXP,8057601,131232260
Orchid Pharma Limited,ORCHPHARMA,ORCHIDPHAR,237057,134239236
Oricon Enterprises Limited,ORICONENT,ORICON,2600705,131358980
Orient Abrasives Limited,ORIENTABRA,ORIENTABRA,3356417,129249028
Oriental Trimex Limited,ORIENTALTL,ORIENTALTL,3672577,136401156
Orient Bell Limited,ORIENTBELL,ORIENTBELL,3655169,135773444
Orient Cement Limited,ORIENTCEM,ORIENTCEM,7702785,137153028
Orient Electric Limited,ORIENTELEC,ORIENTELEC,760833,138573060
Oriental Hotels Limited,ORIENTHOT,ORIENTHOT,638209,128080388
Orient Press Limited,ORIENTLTD,ORIENTLTD,4661249,134739204
Orient Paper & Industries Limited,ORIENTPPR,ORIENTPPR,638977,128619524
Orient Refractories Limited,ORIENTREF,ORIENTREF,7977729,136723460
The Orissa Minerals Development Company Limited,ORISSAMINE,ORISSAMINE,5102337,151062020
Ortin Laboratories Limited,ORTINLAB,ORTINLAABS,762625,138057476
Oswal Agro Mills Limited,OSWALAGRO,OSWALAGRO,643585,128081156
Page Industries Limited,PAGEIND,PAGEIND,3689729,136403716
Paisalo Digital Limited,PAISALO,PAISALO,6519809,136422404
Palred Technologies Limited,PALREDTEC,PALRED,4367873,136325380
Panacea Biotec Limited,PANACEABIO,PANACEABIO,1038081,136025348
Panama Petrochem Limited,PANAMAPET,PANAMAPET,6500353,134353924
Paramount Communications Limited,PARACABLES,PARACABLES,3571457,135822084
Parag Milk Foods Limited,PARAGMILK,PARAGMILK,4385281,138211588
Parsvnath Developers Limited,PARSVNATH,PARSVNATH,3530497,136391684
Patel Engineering Limited,PATELENG,PATELENG,2994945,135966724
Patel Integrated Logistics Limited,PATINTLOG,PATINTLOG,3896065,134753540
PBA Infrastructure Limited,PBAINFRA,PBAINFRA,3342081,136365060
PC Jeweller Limited,PCJEWELLER,PCJEWELLER,7455745,136911108
Pudumjee Paper Products Limited,PDMJEPAPER,PDMJEPAPER,3936513,138184964
PDS Multinational Fashions Limited,PDSMFL,PDSMFL,1347585,137914884
Pearl Polymers Limited,PEARLPOLY,PEARLPOLY,668161,133954564
Piramal Enterprises Limited,PEL,PEL,617473,128077316
Pennar Industries Limited,PENIND,PENIND,5278977,131386372
Persistent Systems Limited,PERSISTENT,PERSISTENT,4701441,136493828
Petronet LNG Limited,PETRONET,PETRONET,2905857,136325636
Power Finance Corporation Limited,PFC,PFC,3660545,136399364
Pfizer Limited,PFIZER,PFIZER,676609,128174084
PTC India Financial Services Limited,PFS,PFS,5786113,136536068
PG Electroplast Limited,PGEL,PGEL,6491649,136596740
Procter & Gamble Hygiene and Health Care Limited,PGHH,PGHH,648961,128117508
Procter & Gamble Health Limited,PGHL,PGHL,240641,128032260
Pearl Global Industries Limited,PGIL,PGIL,3650561,136398852
Phillips Carbon Black Limited,PHILIPCARB,PHILIPCARB,678145,129687044
The Phoenix Mills Limited,PHOENIXLTD,PHOENIXLTD,3725313,128793604
Pidilite Industries Limited,PIDILITIND,PIDILITIND,681985,128084740
PI Industries Limited,PIIND,PIIND,6191105,134052356
Pilani Investment and Industries Corporation Limited,PILANIINVS,PILANIINVS,2929921,138210052
PIL ITALICA LIFESTYLE LIMITED,PILITA,PILITA,7893761,128083716
Pioneer Distilleries Limited,PIONDIST,PIONDIST,4861953,136161028
Pioneer Embroideries Limited,PIONEEREMB,PIONEEREMB,3446529,131660804
Pitti Engineering Limited,PITTIENG,PITTIENG,3618305,131460868
Plastiblends India Limited,PLASTIBLEN,PLASTIBLEN,3563521,134053892
Punjab National Bank,PNB,PNB,2730497,136310020
PNB Gilts Limited,PNBGILTS,PNBGILTS,2236417,136285700
PNC Infratech Limited,PNCINFRA,PNCINFRA,2402561,138022404
Poddar Housing and Development Limited,PODDARHOUS,PODDAR,5234177,134048772
Poddar Pigments Limited,PODDARMENT,PODARPIGQ,4873217,134289924
Pokarna Limited,POKARNA,POKARNA,4518657,136316420
Polycab India Limited,POLYCAB,POLYCAB,2455041,138918916
Poly Medicure Limited,POLYMED,POLYMED,6583809,136132612
Polyplex Corporation Limited,POLYPLEX,POLYPLEX,687873,134157060
Ponni Sugars (Erode) Limited,PONNIERODE,PONNIERODE,2729217,136309764
Power Grid Corporation of India Limited,POWERGRID,POWERGRID,3834113,136421892
ABB Power Products and Systems India Limited,POWERINDIA,POWERINDIA,4724993,139055876
Power Mech Projects Limited,POWERMECH,POWERMECH,2681089,138061316
PPAP Automotive Limited,PPAP,PPAP,3893505,136431108
Prakash Pipes Limited,PPL,PPL,2636033,138927108
Prajay Engineers Syndicate Limited,PRAENG,PRAENG,3568897,136126980
Prakash Industries Limited,PRAKASH,PRAKASH,693249,129541636
Praxis Home Retail Limited,PRAXIS,PRAXIS,308225,138470660
Precision Camshafts Limited,PRECAM,PRECAM,3226369,138146820
Precision Wires India Limited,PRECWIRE,PRECWIRE,695553,134025988
Premier Explosives Limited,PREMEXPLN,PREMEXPLQ,4453633,134719236
Premier Polyfilm Limited,PREMIERPOL,PREMIERPOL,1000449,131674628
Pressman Advertising Limited,PRESSMN,PRESSMN,2987777,130323716
Prestige Estates Projects Limited,PRESTIGE,PRESTIGE,5197313,136518148
Pricol Limited,PRICOLLTD,PRICOLLTD,5025537,138315012
Prime Securities Limited,PRIMESECU,PRIMESECU,3037185,128086276
Prince Pipes And Fittings Limited,PRINCEPIPE,PRINCEPIPE,4107521,138984196
Privi Speciality Chemicals Limited,PRIVISCL,PRIVISCL,2259201,135709956
Proseed India Limited,PROINDIA,PROSEED,908033,151054596
Prism Johnson Limited,PRSMJOHNSN,PRSMJOHNSN,701185,128086532
Punjab & Sind Bank,PSB,PSB,5376257,136523524
PSP Projects Limited,PSPPROJECT,PSPPROJECT,5344513,138379268
PTC India Limited,PTC,PTC,2906881,136326148
PTL Enterprises Limited,PTL,PTL,3609857,130360324
Punjab Chemicals & Crop Protection Limited,PUNJABCHEM,PUNJABCHEM,1112065,129694212
Puravankara Limited,PURVA,PURVA,3820033,136420100
PVR Limited,PVR,PVR,3365633,136368388
Quess Corp Limited,QUESS,QUESS,4532225,138234372
Quick Heal Technologies Limited,QUICKHEAL,QUICKHEAL,3357697,138157572
Radaan Mediaworks India Limited,RADAAN,RADAAN,2798593,151057924
Radico Khaitan Limited,RADICO,RADICO,2813441,136319236
Music Broadcast Limited,RADIOCITY,RADIOCITY,5088513,138333700
Railtel Corporation Of India Limited,RAILTEL,RAILTEL,622337,139075844
Rain Industries Limited,RAIN,RAIN,3926273,128086788
Rajesh Exports Limited,RAJESHEXPO,RAJESHEXPO,1894657,136064004
Rajratan Global Wire Limited,RAJRATAN,RAJGLOWIR,4854273,132485636
Raj Television Network Limited,RAJTV,RAJTV,3687169,136403460
Rallis India Limited,RALLIS,RALLIS,720897,128090884
Shree Rama Newsprint Limited,RAMANEWS,RAMANEWS,3472641,128091140
Rama Steel Tubes Limited,RAMASTEEL,RAMASTEEL,2636801,138063108
The Ramco Cements Limited,RAMCOCEM,RAMCOCEM,523009,128066564
Ramco Industries Limited,RAMCOIND,RAMCOIND,1174273,136286468
Ramco Systems Limited,RAMCOSYS,RAMCOSYS,2009857,136286724
Ramky Infrastructure Limited,RAMKY,RAMKY,5154305,136515076
Rana Sugars Limited,RANASUG,RANASUG,726273,129917444
Rane Engine Valve Limited,RANEENGINE,RANEENGINE,4288257,136444932
Rane Holdings Limited,RANEHOLDIN,RANEHOLDIN,728065,129484804
Ratnamani Metals & Tubes Limited,RATNAMANI,RATNAMANI,3443457,133148420
Raymond Limited,RAYMOND,RAYMOND,731905,128084484
Rane Brake Lining Limited,RBL,RBL,4286721,136444676
RBL Bank Limited,RBLBANK,RBLBANK,4708097,138256644
Rashtriya Chemicals and Fertilizers Limited,RCF,RCF,733697,134202884
Reliance Communications Limited,RCOM,RCOM,3375873,136374276
REC Limited,RECLTD,RECLTD,3930881,136436484
Redington (India) Limited,REDINGTON,REDINGTON,3649281,136398084
Refex Industries Limited,REFEX,REFEX,4547585,136418308
Relaxo Footwears Limited,RELAXO,RELAXO,6201601,135812356
Reliance Capital Limited,RELCAPITAL,RELCAPITAL,737793,128028420
Reliance Industries Limited,RELIANCE,RELIANCE,738561,128083204
Religare Enterprises Limited,RELIGARE,RELIGARE,3857409,136426244
Remsons Industries Limited,REMSONSIND,REMSONSIND,1015041,135915268
Shree Renuka Sugars Limited,RENUKA,RENUKA,3078657,136363524
Repco Home Finance Limited,REPCOHOME,REPCOHOME,7577089,137042436
Repro India Limited,REPRO,REPRO,3360257,136367876
Responsive Industries Limited,RESPONIND,RESPONIND,5202689,129410308
Revathi Equipment Limited,REVATHI,REVATHI,3062017,129374212
Renaissance Global Limited,RGL,RGL,3873025,136428292
Rico Auto Industries Limited,RICOAUTO,RICOAUTO,744705,133122052
Reliance Industrial Infrastructure Limited,RIIL,RIIL,745473,134001924
RITES Limited,RITES,RITES,962817,138638340
Ravi Kumar Distilleries Limited,RKDL,RKDL,5363201,136523268
Ramkrishna Forgings Limited,RKFORGE,RKFORGE,2921217,136326916
Rane (Madras) Limited,RML,RML,3065601,136361220
Royal Orchid Hotels Limited,ROHLTD,ROHLTD,3374593,136370948
Rollatainers Limited,ROLLT,ROLLT,4890625,128626692
Rolta India Limited,ROLTA,ROLTA,747009,128093700
Raj Oil Mills Limited,ROML,RAJOIL,91905,136471812
Rossari Biotech Limited,ROSSARI,ROSSARI,4968961,139062532
Rossell India Limited,ROSSELLIND,ROSSELLIND,7401729,136491012
ROUTE MOBILE LIMITED,ROUTE,ROUTE,32769,139066372
RPG Life Sciences Limited,RPGLIFE,RPGLIFE,4281601,136443652
R.P.P. Infra Projects Limited,RPPINFRA,RPPINFRA,5314561,136520708
RPSG VENTURES LIMITED,RPSGVENT,RPSGVENT,2078465,138837252
RSWM Limited,RSWM,RSWM,715265,128089604
R Systems International Limited,RSYSTEMS,RSYSTEMINT,3433985,136380164
RattanIndia Power Limited,RTNPOWER,RTNPOWER,4485121,136479236
The Ruby Mills Limited,RUBYMILLS,RUBYMILLS,752385,128811268
Ruchi Soya Industries Limited,RUCHI,RUCHISOYA,4359425,128094212
Ruchira Papers Limited,RUCHIRA,RUCHIRA,3538177,136392964
Rupa & Company Limited,RUPA,RUPA,6585345,136589316
Ravinder Heights Limited,RVHL,RVHL,400641,139072260
Rail Vikas Nigam Limited,RVNL,RVNL,2445313,138918148
Sadbhav Engineering Limited,SADBHAV,SADBHAV,3388417,136373764
Sadbhav Infrastructure Project Limited,SADBHIN,SADBHIN,2718209,138072580
Safari Industries (India) Limited,SAFARI,SAFARIND,3336961,133894404
Sagar Cements Limited,SAGCEM,SAGCEM,3601409,128535044
Steel Authority of India Limited,SAIL,SAIL,758529,128028932
Saksoft Limited,SAKSOFT,SAKSOFT,3019265,151053060
Sakuma Exports Limited,SAKUMA,SAKUMA,3392257,136374532
Salasar Techno Engineering Limited,SALASAR,SALASAR,5468673,138404356
Salona Cotspin Limited,SALONA,SALONACOT,4441857,151054340
Salzer Electronics Limited,SALZERELEC,SALZER,2918145,132367108
The Sandesh Limited,SANDESH,SANDESH,764929,134841604
Sandhar Technologies Limited,SANDHAR,SANDHAR,613633,138537732
Sangam (India) Limited,SANGAMIND,SANGAMIND,1071105,131643908
Sanghi Industries Limited,SANGHIIND,SANGHIIND,767233,134789380
Sanghvi Movers Limited,SANGHVIMOV,SANGHVIMOV,3598849,135698692
Sanofi India Limited,SANOFI,SANOFI,369153,128172548
Sarda Energy & Minerals Limited,SARDAEN,SARDAEN,4546049,129181188
Sarla Performance Fibers Limited,SARLAPOLY,SARLAPOLY,3595009,134882564
Sasken Technologies Limited,SASKEN,SASKEN,3067649,136361732
Sastasundar Ventures Limited,SASTASUNDR,SASTASUNDR,5136129,136514308
Satia Industries Limited,SATIA,SATIA,2827521,138035460
Satin Creditcare Network Limited,SATIN,SATIN,2675969,138087428
SBI Cards and Payment Services Limited,SBICARD,SBICARD,4600577,139024900
SBI Life Insurance Company Limited,SBILIFE,SBILIFE,5582849,138424068
State Bank of India,SBIN,SBIN,779521,128028676
Stampede Capital Limited,SCAPDVR,SCAPDVR,4353,145921284
Schaeffler India Limited,SCHAEFFLER,SCHAEFFLER,258817,129482244
S Chand And Company Limited,SCHAND,SCHAND,5298689,138367236
Schneider Electric Infrastructure Limited,SCHNEIDER,SCHNEIDER,7995905,136739588
Shipping Corporation Of India Limited,SCI,SCI,780289,134041092
Seamec Limited,SEAMECLTD,SEAMECLTD,669697,134862596
SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD,SECURKLOUD,2830849,131113220
Selan Exploration Technology Limited,SELAN,SELAN,3481089,135699204
Sequent Scientific Limited,SEQUENT,SEQUENT,3659777,131207428
Seshasayee Paper and Boards Limited,SESHAPAPER,SESHAPAPER,784897,128627204
Setco Automotive Limited,SETCO,SETCO,4483585,129299204
Seya Industries Limited,SEYAIND,SEYAIND,2771969,134226948
Sheela Foam Limited,SFL,SFL,4911105,138291972
STL Global Limited,SGL,SGL,3421953,136378884
Shakti Pumps (India) Limited,SHAKTIPUMP,SHAKTIPUMP,6546945,136046340
Shalby Limited,SHALBY,SHALBY,182785,138444036
Shalimar Paints Limited,SHALPAINTS,SHALPAINTS,3927553,130527748
Shankara Building Products Limited,SHANKARA,SHANKARA,5202177,138348804
Shanthi Gears Limited,SHANTIGEAR,SHANTIGEAR,787969,133640708
Sharda Cropchem Limited,SHARDACROP,SHARDACROP,1277953,137898500
Sharda Motor Industries Limited,SHARDAMOTR,SHARDA,2695681,137114116
Share India Securities Limited,SHAREINDIA,SHAREINDIA,26625,138425604
Shilpa Medicare Limited,SHILPAMED,SHILPAMED,4544513,135820548
Shiva Mills Limited,SHIVAMILLS,SHIVAMILLS,383233,138486020
Shiva Texyarn Limited,SHIVATEX,SHIVTEX,205825,130843652
S H Kelkar and Company Limited,SHK,SHK,2870273,138099204
Shoppers Stop Limited,SHOPERSTOP,SHOPERSTOP,3024129,136355332
Shree Digvijay Cement Co.Ltd,SHREDIGCEM,SHREDIGCEM,793345,128558084
SHREE CEMENT LIMITED,SHREECEM,SHREECEM,794369,128099076
Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK,SHREEPUSHK,2710529,138069508
Shree Rama Multi-Tech Limited,SHREERAMA,SHREERAMA,1952513,136271364
Shreyans Industries Limited,SHREYANIND,SHREYANIND,800257,132100100
Shreyas Shipping & Logistics Limited,SHREYAS,SHREYAS,801025,133158660
Shriram City Union Finance Limited,SHRIRAMCIT,SHRIRAMCIT,3005185,136319492
Shriram EPC Limited,SHRIRAMEPC,SHRIRAMEPC,3918849,136433924
Shyam Century Ferrous Limited,SHYAMCENT,SCFL,2608129,138048516
Shyam Telecom Limited,SHYAMTEL,SHYAMTEL,3517441,132457220
Sical Logistics Limited,SICAL,SICAL,1630209,133142020
Siemens Limited,SIEMENS,SIEMENS,806401,128140804
Signet Industries Limited,SIGIND,SIGNETIND,1157633,131105540
SIL Investments Limited,SILINV,SILINV,1050881,133425668
Simplex Infrastructures Limited,SIMPLEXINF,SIMPLEXINF,809473,134102532
SIS LIMITED,SIS,SIS,5504257,138412292
Siyaram Silk Mills Limited,SIYSIL,SIYSIL,3608577,128975620
SJVN Limited,SJVN,SJVN,4834049,136500740
SKF India Limited,SKFINDIA,SKFINDIA,815617,128120836
Skipper Limited,SKIPPER,SKIPPER,2413569,137871876
SKM Egg Products Export (India) Limited,SKMEGGPROD,SKMEGGPROD,1211393,136228612
Smartlink Holdings Limited,SMARTLINK,SMARTLINK,2531585,136299268
SMC Global Securities Limited,SMCGLOBAL,SMCGLOBAL,593921,139075332
SML Isuzu Limited,SMLISUZU,SMLISUZU,867073,129329156
SMS Lifesciences India Limited,SMSLIFE,SMSLIFE,5517057,138413828
SMS Pharmaceuticals Limited,SMSPHARMA,SMSPHARMA,3668225,136400644
Snowman Logistics Limited,SNOWMAN,SNOWMAN,1239809,137890564
Sobha Limited,SOBHA,SOBHA,3539457,136392708
Solara Active Pharma Sciences Limited,SOLARA,SOLARA,940033,138634244
Solar Industries India Limited,SOLARINDS,SOLARINDS,3412993,136377604
Somany Ceramics Limited,SOMANYCERA,SOMANYCERA,993281,136076292
Somi Conveyor Beltings Limited,SOMICONVEY,SOMICONV,4555265,136448260
Sonata Software Limited,SONATSOFTW,SONATSOFTW,1688577,136248580
SORIL Infra Resources Limited,SORILINFRA,SORILINFRA,3347457,136365828
Savita Oil Technologies Limited,SOTL,SOTL,773377,134314756
The South Indian Bank Limited,SOUTHBANK,SOUTHBANK,1522689,136247812
S. P. Apparels Limited,SPAL,SPAL,4672513,138252292
Spandana Sphoorty Financial Limited,SPANDANA,SPANDANA,2927361,138946308
Sun Pharma Advanced Research Company Limited,SPARC,SPARC,3785729,136415236
Speciality Restaurants Limited,SPECIALITY,SPECIALITY,6939393,136812804
Spencer's Retail Limited,SPENCERS,SPENCER,2089729,138838276
Southern Petrochemicals Industries Corporation  Limited,SPIC,SPIC,832513,151047684
SPICEJET LTD,SPICEJET,SPICEJET,2930177,128072964
SPL Industries Limited,SPLIL,SPLIL,3055361,136358660
Sreeleathers Limited,SREEL,SREEL,8150273,137113860
SREI Infrastructure Finance Limited,SREINFRA,SREINFRA,836353,134081540
SRF Limited,SRF,SRF,837889,128974340
Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD,SRHHYPOLTD,3732993,136407556
Srikalahasthi Pipes Limited,SRIPIPES,SRIPIPES,3821313,131482884
Shriram Transport Finance Company Limited,SRTRANSFIN,SRTRANSFIN,1102337,130871812
Steel Strips Wheels Limited,SSWL,SSWL,3028225,131395076
Strides Pharma Science Limited,STAR,STAR,1887745,136327940
Star Cement Limited,STARCEMENT,STARCEMENT,5399297,138387204
Star Paper Mills Limited,STARPAPER,STARPAPER,842497,132101636
The State Trading Corporation of India Limited,STCINDIA,STCINDIA,2802689,131207940
STEEL EXCHANGE INDIA LIMITED,STEELXIND,STEELXIND,5462785,136895492
Stel Holdings Limited,STEL,STEL,5499905,136528900
Sterling Tools Limited,STERTOOLS,STERTOOLS,1100545,135874308
Sterlite Technologies Limited,STLTECH,STLTECH,2383105,136287748
Stove Kraft Limited,STOVEKRAFT,STOVEKRAFT,539393,139074564
Subex Limited,SUBEXLTD,SUBEX,247553,136281092
Subros Limited,SUBROS,SUBROS,850945,132395012
Sudarshan Chemical Industries Limited,SUDARSCHEM,SUDARSCHEM,851713,129703684
Sumitomo Chemical India Limited,SUMICHEM,SUMICHEM,4378881,138987524
Summit Securities Limited,SUMMITSEC,SUMMITSEC,5446401,136526340
Sundaram Clayton Limited,SUNCLAYLTD,SUNCLAYLTD,7426049,133134340
Sundaram Finance Limited,SUNDARMFIN,SUNDARMFIN,854785,151058180
Sundaram Brake Linings Limited,SUNDRMBRAK,SUNDRMBRAK,1069825,151058436
Sundram Fasteners Limited,SUNDRMFAST,SUNDRMFAST,856321,128103172
Sunflag Iron And Steel Company Limited,SUNFLAG,SUNFLAG,857089,128103428
Sun Pharmaceutical Industries Limited,SUNPHARMA,SUNPHARMA,857857,134327044
Sunteck Realty Limited,SUNTECK,SUNTECK,4516097,131117828
Sun TV Network Limited,SUNTV,SUNTV,3431425,136379652
Superhouse Limited,SUPERHOUSE,SUPERHOUSE,5277697,133960452
Suprajit Engineering Limited,SUPRAJIT,SUPRAJIT,2992385,136322308
Supreme Industries Limited,SUPREMEIND,SUPREMEIND,860929,130542084
Surana Solar Limited,SURANASOL,SURANASOL,5395713,136524292
Surana Telecom and Power Limited,SURANAT&P,SURANAT&P,2739201,132487684
Surya Roshni Limited,SURYAROSNI,SURYAROSNI,864001,128086020
Suryoday Small Finance Bank Limited,SURYODAY,SURYODAY,760321,139079428
Sutlej Textiles and Industries Limited,SUTLEJTEX,SUTLEJTEX,3533057,136392196
Suven Life Sciences Limited,SUVEN,SUVEN,2875649,135741188
Suven Pharmaceuticals Limited,SUVENPHAR,SUVENPHAR,4593921,139024388
Suvidhaa Infoserve Limited,SUVIDHAA,SUVIDHAA,767489,139079940
Suzlon Energy Limited,SUZLON,SUZLON,3076609,136362756
Swan Energy Limited,SWANENERGY,SWANENERGY,6936321,128847364
Swaraj Engines Limited,SWARAJENG,SWARAJENG,866305,128104196
Swelect Energy Systems Limited,SWELECTES,SWELECTES,3048705,136205060
Sterling And Wilson Solar Limited,SWSOLAR,SWSOLAR,3197185,138946564
Symphony Limited,SYMPHONY,SYMPHONY,6192641,132450564
Syngene International Limited,SYNGENE,SYNGENE,2622209,138052612
Tainwala Chemical and Plastic (I) Limited,TAINWALCHM,TAINWALCHM,869377,129992964
Taj GVK Hotels & Resorts Limited,TAJGVK,TAJGVK,2394625,136291844
Take Solutions Limited,TAKE,TAKE,3818753,136419844
Talbros Automotive Components Limited,TALBROAUTO,TALBROAUTO,3493889,129320964
TARC Limited,TARC,TARC,404737,139071748
Tarmat Limited,TARMAT,TARMAT,3781377,136414468
Tasty Bite Eatables Limited,TASTYBITE,TASTYBIT,5143553,132887300
Tata Chemicals Limited,TATACHEM,TATACHEM,871681,128197124
Tata Coffee Limited,TATACOFFEE,TATACOFFEE,185345,136269060
Tata Communications Limited,TATACOMM,TATACOMM,952577,128123652
TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,TATACONSUM,878593,128204804
Tata Elxsi Limited,TATAELXSI,TATAELXSI,873217,128104452
Tata Investment Corporation Limited,TATAINVEST,TATAINVEST,414977,128333060
Tata Metaliks Limited,TATAMETALI,TATAMETALI,876289,131439108
Tata Motors Limited,TATAMOTORS,TATAMOTORS,884737,128145924
Tata Motors Limited,TATAMTRDVR,TATAMTRDVR,4343041,145920260
Tata Power Company Limited,TATAPOWER,TATAPOWER,877057,128102404
Tata Steel Limited,TATASTEEL,TATASTEEL,895745,128120324
Tata Steel Bsl Limited,TATASTLBSL,TATASTLBSL,114433,128014084
Tribhovandas Bhimji Zaveri Limited,TBZ,TBZ,6921473,136798468
Transport Corporation of India Limited,TCI,TCI,2708481,136281348
TCI Developers Limited,TCIDEVELOP,TCIDEVELOP,6003713,136548612
TCI Express Limited,TCIEXP,TCIEXP,4921089,138294276
TCI Finance Limited,TCIFINANCE,TCIFINANCE,1221377,128317956
TCNS Clothing Co. Limited,TCNSBRANDS,TCNSBRANDS,1068033,138675204
TCPL Packaging Limited,TCPLPACK,TCPLPACK,47105,133965060
Tata Consultancy Services Limited,TCS,TCS,2953217,136330244
TD Power Systems Limited,TDPOWERSYS,TDPOWERSYS,6445569,136589572
Teamlease Services Limited,TEAMLEASE,TEAMLEASE,3255297,138152452
Tech Mahindra Limited,TECHM,TECHM,3465729,136385284
Techno Electric & Engineering Company Limited,TECHNOE,TECHNOE,1649921,138788100
Tera Software Limited,TERASOFT,TERASOFT,4938753,136699396
Texmaco Infrastructure & Holdings Limited,TEXINFRA,TEXINFRA,2956545,129382404
Texmo Pipes and Products Limited,TEXMOPIPES,TEXMOPIPES,4662785,136489988
Texmaco Rail & Engineering Limited,TEXRAIL,TEXRAIL,5587969,136531460
Tourism Finance Corporation of India Limited,TFCILTD,TFCILTD,887297,134822404
Thangamayil Jewellery Limited,THANGAMAYL,THANGAMAYL,4638209,136488452
The Investment Trust Of India Limited,THEINVEST,THEINVEST,5485313,135685892
Themis Medicare Limited,THEMISMED,THEMISMED,3708161,135730948
Thermax Limited,THERMAX,THERMAX,889601,128105220
Thomas Cook  (India)  Limited,THOMASCOOK,THOMASCOOK,891137,128105732
Thyrocare Technologies Limited,THYROCARE,THYROCARE,4360193,138206980
Tilaknagar Industries Limited,TI,TI,4914177,129844484
Tide Water Oil Company (India) Limited,TIDEWATER,TIDEWATER,3588865,151041284
Technocraft Industries (India) Limited,TIIL,TIIL,3641089,136397828
Tube Investments of India Limited,TIINDIA,TIINDIA,79873,138435076
Tijaria Polypipes Limited,TIJARIA,TIJARIA,6523393,136609028
Times Guaranty Limited,TIMESGTY,TIMESGTY,2743553,130959108
